CNN,CODE,CNN_1,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,APS,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Neighborhoods
50361000,,50361000,BUCHANAN,POST,,,5,,,ALL,,GPS,,,,CT 28/29,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1971,,,0,,0,0,PENDING,POINT (-122.42975 37.78554),101,4,11,15,101
24980000,,24980000,CALIFORNIA,STOCKTON,MECHANICAL;OPTICOM,,3,,,ALL,,GPS,CABLE CAR PREEMPTION;FIRE PREEMPT,,,CT 57,NEW DONE,7-Nov,2008,,,,,SALES TAX,,2008,,,0,,0,0,,POINT (-122.407524 37.792244),16,6,3,8,16
25830000,,25830000,EUREKA,MARKET,,,8,,,ALL,,GPS,,,,CT 28/29,MOD DONE,2-Jan,0,,DONE,,,,,1949,,,0,,0,0,,POINT (-122.43835 37.7617),115,3,5,5,115
25857000,,25857000,HAIGHT,OCTAVIA,,,5,,,ALL,,GPS,,,,,NEW DONE,,0,,,,,,,2005,,,0,,0,0,,POINT (-122.423744 37.772953),26,4,11,9,26
25280000,,25280000,HYDE,PACIFIC,MECHANICAL,,3,,,ALL,,GPS,CABLE CAR PREEMPTION,,,CT 32,MOD DONE,2009,0,,DONE,,,,,1951,,,0,,0,0,,POINT (-122.41828 37.79546),16,6,3,32,16
25316000,,25316000,PACIFIC,POLK,OPTICOM,,3,,,ALL,,GPS,FIRE PREEMPT,,,Polk HSIP,FULL DONE,,0,NONE,NONE,DONE,NONE,FEDERAL,,1973,,,0,,0,0,APS ENAV 2WIRE POLK (8),POINT (-122.42157 37.79502),105,4,3,32,105
27966000,,27966000,GREAT HWY,JOHN F KENNEDY,,,1,,VIDEO,ALL,YES,GPS,,,,CT 57,NEW DONE,,2007,DONE,NONE,NONE,NONE,,,2007,,,0,,0,0,,POINT (-122.51091 37.77043),9,8,4,12,9
27599000,,27599000,08TH AVE,CALIFORNIA,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1974,,,0,,0,0,,POINT (-122.46668 37.78471),5,8,4,11,5
26031000,,26031000,DIVISADERO,OAK,,,5,,,ALL,,GPS,,,,FELL/OAK,FULL DONE,Jul-00,0,NONE,NONE,DONE,NONE,SALES TAX,FUTURE,1955,,,0,,0,0,,POINT (-122.43741 37.77313),26,4,11,3,26
25679000,,25679000,20TH ST,DOLORES,,,8,,,FUTURE,,GPS,,,CT 36,CT 20,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1970,,,0,,0,0,,POINT (-122.42575 37.75822),52,3,5,20,52
24129000,,24129000,19TH ST,SOUTH VAN NESS,,,9,,,ALL,,GPS,,,,SVN HSIP Phase 1,FULL DONE,,2017,NONE,NONE,DONE,NONE,FEDERAL,,1975,,,0,,0,0,,POINT (-122.417015 37.76036),53,3,2,20,53
27375000,,27375000,20TH AVE,IRVING,,,4,,,ALL,,GPS,,,,CT 48,NEW DONE,,1998,,,,,BAAQMD/SALES TA,,1997,,,0,,0,0,,POINT (-122.47818 37.76351),39,10,7,35,39
23821000,,23821000,04TH ST,TOWNSEND,,,6,,,ALL,,GPS,FIRE PREEMPT,,,BRANNAN/TOWNSEND,FULL DONE,1-Jan,2002,NONE,NONE,DONE,NONE,FEDS,,1975,,,0,,0,0,PENDING,POINT (-122.394966 37.777084),34,1,10,4,34
20730000,,20730000,CESAR CHAVEZ,EVANS,,,10,,VIDEO,ALL,YES,GPS,,,,ARMY WIDENING,FULL DONE,Mar-97,2000,NONE,NONE,DONE,NONE,CONSTRUCTION,,1949,,,0,,0,0,,POINT (-122.39727 37.74968),56,2,9,1,56
23601000,,23601000,BRYANT,EMBARCADERO,VETAG,,6,,LOOPS,ALL,YES,GPS,TSP,,Signal Visibility Upgrades Ph 1,S EMB,MOD AFTER NEW PENDING,,1994,DONE,PENDING,NONE,NONE,FEDS,,1994,,,0,,0,67,APS_4WIRE_PH2 (10),POINT (-122.38778 37.787094),31,1,10,8,31
34159000,,34159000,03RD ST,MISSION BAY NORTH,,,6,,,n.a.,,GPS,,,,3RDLRP,OTHER,1-Oct,2006,NONE,NONE,DONE,NONE,Muni,,2006,,,0,,0,0,,POINT (-122.38944 37.77111),34,1,10,4,34
25147000,,25147000,LARKIN,TURK,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,,POINT (-122.41733 37.782375),20,5,10,36,20
25382000,,25382000,GRANT,LOMBARD,,,3,,,n.a.,,GPS,,,,,MESSAGE SIGN,,0,,,,,,,1998,,,0,,0,0,,POINT (-122.408134 37.80343),18,6,3,23,18
26591000,,26591000,POST,WEBSTER,,,5,,,ALL,,GPS,,,,WEBSTER PCS,MOD DONE,,0,NONE,DONE,NONE,NONE,SALES TAX,,1957,,,0,,0,0,APS ENAV 4WIRE WEBSTER (8),POINT (-122.43135 37.785366),101,4,11,15,101
26632000,,26632000,BUSH,PIERCE,,,2;5,,,ALL,,GPS,,,,BUSH,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.43674 37.786594),103,4,6,30,103
27500000,,27500000,17TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),PCS 3,FULL DONE,,2017,NONE,NONE,DONE,NONE,,,1959,,,0,,0,0,APS ENAV 2WIRE PCS3 (8),POINT (-122.47616 37.78047),5,8,4,29,5
25605000,,25605000,24TH ST,FAIR OAKS,,,8,,,n.a.,YES,GPS,,,,CT 61,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2014,,,0,,0,0,,POINT (-122.42397 37.751907),52,3,5,20,52
25690000,,25690000,17TH ST,GUERRERO,,,8,,,ALL,,GPS,,,Signal Visibility Upgrades Ph 2,CT 21,MOD AFTER MOD FUTURE,,1994,NONE,FUTURE,NONE,NONE,,,1958,,,0,,0,0,,POINT (-122.42394 37.763165),37,3,5,20,37
25974000,,25974000,EDDY,WEBSTER,,,5,,,ALL,,GPS,,,,WEBSTER PCS,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1978,,,0,,0,0,APS ENAV 2WIRE WEBSTER (8),POINT (-122.430595 37.78164),97,4,11,39,97
24795000,,24795000,BROADWAY,KEARNY,,,3,,,ALL,,GPS,,,,CT 33; Broadway Streetscape - Phase II,MOD AFTER FULL DONE,2-Jan,0,NONE,DONE,DONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.40546 37.79801),106,6,3,23,106
2153000,,2153000,ALEMANY,SAN BRUNO,,US 101 ON RAMP,9,,,ALL,,GPS,,,,,CALTRANS,,0,,,,,,,9999,101(a),X,20,,80,0,PENDING,POINT (-122.40798 37.73588),83,9,2,25,83
26492000,,26492000,ELLIS,GOUGH,,,5,,,ALL,,GPS,,,,PCS 2; CT 18,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1965,,,0,,0,0,APS ENAV 4WIRE PCS2 (8),POINT (-122.42428 37.783394),100,4,11,39,100
26253000,,26253000,CLARENDON,OAK PARK,,,7,,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,0,,,0,,0,0,,POINT (-122.45504 37.75511),47,7,8,38,47
22661000,,22661000,ASHTON,OCEAN,,,7,,,ALL,,GPS,,,,CT 60,NEW DONE,,2012,DONE,,,,,,2012,,,0,,0,0,,POINT (-122.4622 37.72526),64,10,8,24,64
26840000,,26840000,BUSH,EUCLID,OPTICOM,PRESIDIO,2,,,ALL,,GPS,FIRE PREEMPT,,,BUSH,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.44641 37.785366),11,8,6,31,11
20659000,,20659000,03RD ST,OAKDALE,VETAG,,10,,,ALL,,GPS,TSP,,,3RDLRP,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,MUNI,,1948,,,0,,0,0,APS_2WIRE_PH1 (10),POINT (-122.39068 37.73479),86,2,9,1,86
20227000,,20227000,03RD ST,HUDSON,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,APS_2WIRE_PH1 (9),POINT (-122.38874 37.74031),86,2,9,1,86
20224000,,20224000,03RD ST,LA SALLE,VETAG,,10,,VIDEO,ALL,,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2004,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,APS_2WIRE_PH1 (10),POINT (-122.389854 37.737164),86,2,9,1,86
27741000,,27741000,34TH AVE,LINCOLN,,,1;4,,WIRELESS,ALL,YES,GPS,,,,CT 62,NEW DONE,,2016,DONE,NONE,NONE,NONE,SALES TAX,,2016,,,0,,0,0,APS ENAV 2WIRE CT62 (4),POINT (-122.49332 37.76473),39,10,7,35,39
23453000,,23453000,45TH AVE,SLOAT,,,4;7,,WIRELESS,SOME PHASES,YES,GPS,,,,CT 21,MOD DONE,Feb-92,0,,DONE,,,SALES TAX,,1954,,,0,,0,0,,POINT (-122.50309 37.735462),43,10,8,16,43
30044000,,30044000,MARKET,MIDBLOCK AT,,UN PLAZA,6,,,ALL,,GPS,,,BETTER MARKET - PHASE 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1953,,,0,,0,0,APS_4WIRE_MARKET (2),POINT (-122.41329 37.779827),32,5,10,34,32
20466000,,20466000,03RD ST,KEY,VETAG,,10,,WIRELESS,ALL,YES,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,,POINT (-122.39694 37.71947),88,2,9,1,88
24568000,,24568000,CALIFORNIA,DAVIS,,,3,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1958,,,0,,0,0,,POINT (-122.3976 37.793503),108,6,3,8,108
20229000,,20229000,03RD ST,INNES,VETAG,NEWHALL,10,,VIDEO,ALL,YES,GPS,TSP,,,3RDLRP,FULL DONE,1-Oct,2005,NONE,NONE,DONE,NONE,MUNI,,1948,,,0,,0,0,APS_4WIRE_PH1 (16),POINT (-122.389015 37.73953),86,2,9,1,86
27231000,,27231000,02ND AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),MID GEARY,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,SALES TAX,,1959,,,0,,0,0,,POINT (-122.459984 37.781208),5,8,4,11,5
24935000,,24935000,EDDY,LEAVENWORTH,,,6,,,ALL,,GPS,,,,Eddy/Ellis,MOD DONE,,0,NONE,DONE,NONE,NONE,FEDERAL,,1967,,,0,,0,0,,POINT (-122.41423 37.78372),20,5,10,36,20
33541000,,33541000,FONT,LAKE MERCED,,,7,,LOOPS,ALL,YES,GPS,,,,CT 21,MOD DONE,,0,,DONE,,,SALES TAX,,1974,,,0,,0,0,,POINT (-122.48506 37.723995),42,10,8,16,42
2428700,,2428700,HOWARD,RUSS,,,6,,WIRELESS,ALL,YES,GPS,,,,CT 63,NEW DONE,,2018,DONE,NONE,NONE,NONE,SALES TAX,,2018,,,0,,0,0,APS ENAV 2WIRE CT63 (8),POINT (-122.40826 37.778854),32,1,10,34,32
23971000,,23971000,22ND ST,BRYANT,,,9,,,ALL,,GPS,,,,PCS & APS Livable Streets,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1958,,,0,,0,0,,POINT (-122.40942 37.755993),53,3,2,20,53
33705000,,33705000,LAKE MERCED,SOUTH STATE,,,7,,LOOPS,ALL,,GPS,,,,CT 49,NEW DONE,,1999,,,,,SALES TAX,,1998,,,0,,0,0,,POINT (-122.48462 37.724865),42,10,8,16,42
23834000,,23834000,04TH ST,BRYANT,OPTICOM,US I-80 OFF RAMP,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,BRYANT,FULL DONE,Jun-96,1998,NONE,NONE,DONE,NONE,FEDS,,1968,80(a),,20,X,80,0,PENDING,POINT (-122.39805 37.77956),32,1,10,34,32
27335000,,27335000,19TH AVE,NORIEGA,OPTICOM,,4;7,,WIRELESS&LOOPS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,19th Avenue APS; 19th AVE PH 1,FULL DONE,7-Aug,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,APS_ENAV 2WIRE_19thAV (8),POINT (-122.47641 37.75424),44,10,8,14,44
25166000,,25166000,GEARY,HYDE,OPTICOM,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.416435 37.786304),20,6,10,36,20
24515000,,24515000,HARRISON,HAWTHORNE,,,6,,,ALL,,GPS,,,,CT 52/53,NEW DONE,1-Apr,2002,,,,,SALES TAX,,2002,,,0,,0,0,,POINT (-122.39625 37.783436),32,1,10,8,32
25940000,,25940000,FULTON,GOUGH,,,5,,,ALL,,GPS,,,,Gough Future Upgrade,FULL AFTER MOD DONE,,0,NONE,DONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,APS ENAV 2WIRE GOUGH (9),POINT (-122.42334 37.778744),21,4,11,9,21
54091000,,54091000,03RD ST,CAMPUS,VETAG,,6,,WIRELESS,ALL,YES,GPS,TSP;TRANSIT PREEMPT,,,UCSF PLATFORM,NEW DONE,,2019,DONE,NONE,NONE,NONE,,,2019,,,0,,0,0,APS ENAV 2WIRE UCSF PLATFORM (6),POINT (-122.389275 37.767868),34,1,10,4,34
23378000,,23378000,SUNSET,VICENTE,,,4,,,ALL,,GPS,,,,Sunset PCS (STIP),FULL DONE,,0,NONE,NONE,DONE,NONE,HSIP,,1965,,,0,,0,0,APS_ENAV 4WIRE_SUNSET PCS (8),POINT (-122.49417 37.73849),40,10,7,35,40
26555000,,26555000,BROADWAY,FRANKLIN,,,2,,,ALL,,GPS,,,,Franklin Upgrade,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,,POINT (-122.42504 37.79552),102,4,6,30,102
27255000,,27255000,06TH AVE,FULTON,,,1,,,ALL,,GPS,,,CT 36,GO_Conduit,MOD AFTER MOD FUTURE,,0,NONE,FUTURE,NONE,NONE,SALES TAX,,1972,,,0,,0,0,,POINT (-122.46374 37.77362),9,8,4,12,9
24128000,,24128000,20TH ST,SOUTH VAN NESS,,,9,,,ALL,,GPS,,,,SVN HSIP Phase 1,FULL DONE,,0,NONE,NONE,DONE,NONE,FEDERAL,,1954,,,0,,0,0,,POINT (-122.41686 37.75876),53,3,2,20,53
25617000,,25617000,23RD ST,DOLORES,,,8,,WIRELESS,ALL,YES,GPS,,,,CT 21,FULL DONE,,1995,NONE,NONE,DONE,NONE,SALES TAX,,1994,,,0,,0,0,,POINT (-122.42529 37.753426),52,3,5,20,52
23754000,,23754000,16TH ST,DE HARO,OPTICOM,,10,,,ALL,,GPS,TSP;FIRE PREEMPT,,,CT 59,NEW DONE,,2009,DONE,NONE,NONE,NONE,SALES TAX,,2009,,,0,,0,0,PENDING,POINT (-122.40171 37.76613),54,1,9,4,54
26621000,,26621000,DIVISADERO,GEARY,OPTICOM,,5,,,ALL,,GPS,FIRE PREEMPT,,Geary BRT Phase 1,,FULL DONE,21-Mar,2021,NONE,NONE,DONE,NONE,SALES TAX,,1961,,,0,,0,0,APS_4WIRE_PH2 (6),POINT (-122.43947 37.783302),97,4,11,39,97
21340000,,21340000,MISSION,PRECITA,OPTICOM,,9,,,ALL,,GPS,TSP;FIRE PREEMPT,,,OUTER MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1979,,,0,,0,0,,POINT (-122.419106 37.74677),83,9,2,2,83
23578000,,23578000,03RD ST,16TH ST,VETAG,,6,,VIDEO (GRIDSMART),ALL,YES,GPS,TSP;TRANSIT PREEMPT,,,3RDLRP,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,MUNI,,1950,,,0,,0,0,PENDING,POINT (-122.389084 37.7669),34,1,10,26,34
25302000,,25302000,CLAY,POLK,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,Polk HSIP,FULL DONE,,0,NONE,NONE,DONE,NONE,FEDERAL,,1974,,,0,,0,0,APS ENAV 2WIRE POLK (8),POINT (-122.42104 37.792377),105,4,3,21,105
24691000,,24691000,FRONT,SACRAMENTO,,,3,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1980,,,0,,0,0,,POINT (-122.39896 37.79428),108,6,3,8,108
24457000,,24457000,FELL,FRANKLIN,,,5,,,ALL,,GPS,FIRE PREEMPT,,,Franklin Upgrade; FELL/OAK,MOD AFTER FULL DONE,Jul-00,0,NONE,DONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,APS ENAV 4WIRE FRANKLIN (8),POINT (-122.421135 37.776154),21,4,11,9,21
27147000,,27147000,09TH AVE,JUDAH,VETAG,,5;7,,,ALL,,GPS,TRANSIT PREEMPT,,,Transit Priority Improvemtn (Javad),MOD DONE,,0,NONE,DONE,NONE,NONE,,,1954,,,0,,0,0,APS_4WIRE_PH2 (8),POINT (-122.46616 37.76217),109,10,11,14,109
24349000,,24349000,13TH ST,FOLSOM,,,6;9,,,ALL,,GPS,,,,CT 33 - DONE THROUGH SRC,MOD DONE,,1999,NONE,DONE,DONE,NONE,SALES TAX,,1966,,,0,,0,0,,POINT (-122.415565 37.769585),53,3,2,20,53
26524000,,26524000,BUCHANAN,SUTTER,OPTICOM,,5,,,SOME PHASES,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1971,,,0,,0,0,,POINT (-122.42996 37.7865),101,4,11,15,101
27271000,,27271000,06TH AVE,BALBOA,,,1,,,SOME PHASES,,GPS,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1965,,,0,,0,0,,POINT (-122.464 37.77723),5,8,4,11,5
22790000,,22790000,OCEAN,SAN LEANDRO,,,7,,,ALL,,GPS,,,,OCEAN,NEW DONE,1-Jan,2003,,,,,SALES TAX,,2003,,,0,,0,0,,POINT (-122.46933 37.729973),63,10,8,41,63
23277000,,23277000,28TH AVE,TARAVAL,,,4,,,FUTURE,,GPS,,,TARAVEL,,NEW FUTURE,,0,FUTURE,NONE,NONE,NONE,,,0,,,0,,0,0,,POINT (-122.48532 37.742622),40,10,7,35,40
20471000,,20471000,03RD ST,HOLLISTER,VETAG,,10,,WIRELESS,ALL,YES,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,APS_ENAV 2WIRE_PH1 (7),POINT (-122.39593 37.72171),88,2,9,1,88
26920000,,26920000,CALIFORNIA,LAUREL,OPTICOM,,2,,,ALL,,GPS,TSP;FIRE PREEMPT,,Laurel Village,PCS 1,MOD PENDING AFTER FULL,,0,NONE,PENDING,DONE,NONE,SALES TAX,,1955,,,0,,0,0,PENDING,POINT (-122.4501 37.78683),11,8,6,31,11
12554101,,12554101,EMBARCADERO,MIDBLOCK AT,VETAG,BROADWAY,3,WASHINGTON,,ALL,YES,GPS,TSP,,,MID EMB,NEW DONE,,1999,DONE,NONE,NONE,NONE,FEDS,,1995,,,0,,0,100,,POINT (-122.39689 37.79836),77,6,3,8,77
27607000,,27607000,10TH AVE,CALIFORNIA,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,,CT 28/29,MOD DONE,2-Jan,2004,NONE,DONE,NONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.46883 37.784615),5,8,4,11,5
24923000,,24923000,JONES,TURK,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,APS_4WIRE_PH2 (8),POINT (-122.4124 37.783),20,5,10,36,20
23261000,,23261000,24TH AVE,TARAVAL,,,4,,,FUTURE,,GPS,,,TARAVEL,,NEW FUTURE,,0,FUTURE,NONE,NONE,NONE,,,0,,,0,,0,0,,POINT (-122.48103 37.74281),40,10,7,35,40
27225000,,27225000,ANZA,ARGUELLO,,,1,,,ALL,,GPS,,,,ARGUELLO,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1968,,,0,,0,0,APS iNAV 2WIRE ARGUELLO (8),POINT (-122.45872 37.779327),12,8,4,18,12
24552000,,24552000,MISSION,STEUART,OPTICOM,,3;6,,,ALL,,GPS,FIRE PREEMPT,,,,NEW DONE,,0,DONE,,,,,,1993,,,0,,0,0,,POINT (-122.393166 37.793224),108,1,10,8,108
26821000,,26821000,DIVISADERO,SACRAMENTO,OPTICOM,,2,,,ALL,,GPS,TSP; FIRE PREEMPT,,,Franklin Future Upgrade,FULL DONE,,0,NONE,NONE,DONE,,,,1972,,,0,,0,0,,POINT (-122.44061 37.78899),102,4,6,30,102
24001000,,24001000,20TH ST,POTRERO,OPTICOM,,9;10,,,ALL,,GPS,TSP;FIRE PREEMPT,,,Potrero Streetscape; POTRERO,MOD AFTER FULL DONE,3-Apr,0,NONE,DONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,APS ENAV 2WIRE POTRERO STSCAPE (6),POINT (-122.40694 37.75936),53,3,9,20,53
27745000,,27745000,36TH AVE,37TH AVE,,LINCOLN,1;4,,,ALL,,GPS,,,,CT 52/53,NEW DONE,1-Apr,2002,,,,,SALES TAX,,1997,,,0,,0,0,,POINT (-122.49546 37.764633),39,10,7,35,39
24189000,,24189000,ALAMEDA,POTRERO,OPTICOM,,10,,WIRELESS,ALL,YES,GPS,FIRE PREEMPT,,,POTRERO,FULL DONE,3-Apr,0,NONE,NONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,APS ENAV 2WIRE POTRERO (8),POINT (-122.4078 37.76835),53,3,9,20,53
24333000,,24333000,HYDE,MCALLISTER,OPTICOM,,6,,,ALL,,GPS,FIRE PREEMPT,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1967,,,0,,0,0,APS_4WIRE_PH2 (8),POINT (-122.415306 37.780716),21,5,10,36,21
26567000,,26567000,GOUGH,PACIFIC,,,2,,,ALL,,GPS,,,,Gough Future Upgrade,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1973,,,0,,0,0,APS ENAV 2WIRE GOUGH (11),POINT (-122.4265 37.79439),102,4,6,30,102
19285000,,19285000,NB I-280 SAN JOSE OFF RAMP,MIDBLOCK AT,,EAST OF SAN JOSE,8,,,N.A.,,GPS,,,,,,,0,,,,,,,2014,,,0,,0,0,,POINT (-122.43314 37.732533),93,9,5,28,93
21812000,,21812000,CIRCULAR,MONTEREY,,US I-280 ON/OFF RAMPS,7;8,,VIDEO (GRIDSMART),ALL,YES,GPS,,,,CT 33,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1973,280,,25,X,75,0,APS 2WIRE CT33 (4),POINT (-122.43667 37.731533),94,9,8,41,94
21744000,,21744000,MISSION,PERSIA,OPTICOM,,11,,,ALL,,GPS,TSP;FIRE PREEMPT,,MISSION IV,MUNI MR-1139,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1955,,,0,,0,0,,POINT (-122.43597 37.723125),90,9,1,7,90
12727000,,12727000,BUCHANAN,TURK,,,5,,,n.a.,,GPS,,,Western Addition Phase 1,,BEACON PENDING,,0,NONE,NONE,PENDING,DONE,,,1955,,,0,,0,0,,POINT (-122.42881 37.780914),97,4,11,39,97
24925000,,24925000,EDDY,TAYLOR,,,6,,,ALL,,GPS,,,,Eddy/Ellis,FULL DONE,,0,NONE,NONE,DONE,NONE,FEDERAL,,1958,,,0,,0,0,,POINT (-122.41094 37.784138),20,5,10,36,20
24770000,,24770000,CLAY,KEARNY,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,Kearny Paving,,,0,NONE,NONE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.404785 37.79445),104,6,3,6,104
8711022,,8711022,04TH ST,CHINA BASIN,,,6,,VIDEO,ALL,YES,GPS,,,,MISSION BAY,NEW DONE,,2009,DONE,NONE,NONE,NONE,MISSION BAY,,2009,,,0,,0,0,,POINT (-122.39127 37.771893),34,1,10,4,34
33539000,,33539000,JOHN MUIR,LAKE MERCED,,,7,,WIRELESS,ALL,YES,GPS,,,,CT 61,NEW DONE,,2015,DONE,,,,,,2015,,,0,,0,0,APS ENAV 2WIRE CT61 (2),POINT (-122.48571 37.70808),,,,,
21901000,,21901000,CESAR CHAVEZ,DOLORES,,,8,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1990,,,0,,0,0,,POINT (-122.42475 37.747826),84,3,5,22,84
24924000,,24924000,TAYLOR,TURK,,,6,,,ALL,,GPS,,,,PCS 3,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1962,,,0,,0,0,APS ENAV 2WIRE PCS3 (8),POINT (-122.41075 37.78321),20,5,10,36,20
23536000,,23536000,03RD ST,26TH ST,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,,POINT (-122.38762 37.751556),56,2,9,1,56
26505000,,26505000,LAGUNA,POST,OPTICOM,,5,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1957,,,0,,0,0,,POINT (-122.42814 37.785778),101,4,11,15,101
24353000,,24353000,11TH ST,HOWARD,OPTICOM,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,CT 28/29,FULL DONE,2-Jan,1999,NONE,NONE,DONE,NONE,SALES TAX,,1956,,,0,,0,0,,POINT (-122.41555 37.773094),32,1,10,34,32
20813000,,20813000,LOOMIS,OAKDALE,,,10,,,PENDING,,GPS,,,CT 65,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,SALES TAX,,0,,,0,,0,0,,POINT (-122.4043 37.742516),82,2,9,1,82
25221000,,25221000,CALIFORNIA,POLK,OPTICOM,,3,,,ALL,,GPS,FIRE PREEMPT,,,Polk HSIP; CT 22,FULL AFTER MOD DONE,,0,NONE,DONE,DONE,NONE,FEDERAL,,1948,,,0,,0,0,,POINT (-122.42068 37.790573),105,4,3,21,105
30045000,,30045000,CHARLES J BRENHAM,MCALLISTER,,,6,,,ALL,,GPS,,,BETTER MARKET,CT 47,MOD FUTURE AFTER NEW DONE,,1996,DONE,FUTURE,NONE,NONE,SALES TAX,,1996,,,0,,0,0,,POINT (-122.41313 37.78099),20,5,10,36,20
30050000,,30050000,CLAY,DAVIS,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,SURFACE?,NEW DONE,Oct-99,2001,,,,,FEDS,,2001,,,0,,0,0,,POINT (-122.397964 37.795307),108,6,3,8,108
25939000,,25939000,GOUGH,GROVE,,,5,,,ALL,,GPS,,,,Gough Future Upgrade,FULL AFTER MOD DONE,,0,NONE,DONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,APS ENAV 2WIRE GOUGH (9),POINT (-122.42315 37.77781),21,4,11,9,21
